episode_step	action	reward	q_value	done	state_time_norm	state_queue_norm	state_wait_norm	state_density_norm	state_speed_norm	state_flow_norm	next_state_time_norm	next_state_queue_norm	next_state_wait_norm	next_state_density_norm	next_state_speed_norm	next_state_flow_norm
542	0	16.114770	1.609867	False	1.000000	1.000000	0.036500	0.046700	1.000000	0.016700	1.000000	1.000000	0.036600	0.045500	1.000000	0.016700
543	0	16.043240	1.602721	False	1.000000	1.000000	0.036600	0.045500	1.000000	0.016700	1.000000	1.000000	0.036800	0.046500	1.000000	0.016700
544	0	15.780966	1.576520	False	1.000000	1.000000	0.036800	0.046500	1.000000	0.016700	1.000000	1.000000	0.036800	0.047900	1.000000	0.016700
545	0	15.661206	1.564556	False	1.000000	1.000000	0.036800	0.047900	1.000000	0.016700	1.000000	1.000000	0.036800	0.050400	1.000000	0.016700
546	0	15.900428	1.588454	False	1.000000	1.000000	0.036800	0.050400	1.000000	0.016700	1.000000	1.000000	0.036900	0.050900	1.000000	0.016700
547	0	15.602995	1.558741	False	1.000000	1.000000	0.036900	0.050900	1.000000	0.016700	1.000000	1.000000	0.036900	0.050000	1.000000	0.016700
548	0	15.679820	1.714900	False	1.000000	1.000000	0.036900	0.050000	1.000000	0.016700	1.000000	1.000000	0.036900	0.047600	1.000000	0.016700
549	0	16.008132	3.006031	False	1.000000	1.000000	0.036900	0.047600	1.000000	0.016700	1.000000	1.000000	0.037100	0.046300	1.000000	0.016700
550	0	16.714384	1.669769	False	1.000000	1.000000	0.037100	0.046300	1.000000	0.016700	1.000000	1.000000	0.037200	0.046800	1.000000	0.016700
551	0	16.609371	1.659278	False	1.000000	1.000000	0.037200	0.046800	1.000000	0.016700	1.000000	1.000000	0.037200	0.044700	1.000000	0.016700
552	0	16.603691	1.658710	False	1.000000	1.000000	0.037200	0.044700	1.000000	0.016700	1.000000	1.000000	0.037300	0.043400	1.000000	0.016700
553	0	16.890324	1.687345	False	1.000000	1.000000	0.037300	0.043400	1.000000	0.016700	1.000000	1.000000	0.037300	0.042600	1.000000	0.016700
554	0	17.036390	1.701937	False	1.000000	1.000000	0.037300	0.042600	1.000000	0.016700	1.000000	1.000000	0.037400	0.042800	1.000000	0.016700
555	0	17.145728	1.712860	False	1.000000	1.000000	0.037400	0.042800	1.000000	0.016700	1.000000	1.000000	0.037400	0.043500	1.000000	0.016700
556	0	17.909943	1.789205	False	1.000000	1.000000	0.037400	0.043500	1.000000	0.016700	1.000000	1.000000	0.037600	0.041900	1.000000	0.016700
557	0	18.328378	1.831007	False	1.000000	1.000000	0.037600	0.041900	1.000000	0.016700	1.000000	1.000000	0.037800	0.042800	1.000000	0.016700
558	0	18.627555	1.860895	False	1.000000	1.000000	0.037800	0.042800	1.000000	0.016700	1.000000	1.000000	0.037800	0.043100	1.000000	0.016700
559	0	19.315089	1.929579	False	1.000000	1.000000	0.037800	0.043100	1.000000	0.016700	1.000000	1.000000	0.037900	0.042200	1.000000	0.016700
560	0	19.829061	1.980925	False	1.000000	1.000000	0.037900	0.042200	1.000000	0.016700	1.000000	1.000000	0.037800	0.044100	1.000000	0.016700
561	0	20.146555	2.012643	False	1.000000	1.000000	0.037800	0.044100	1.000000	0.016700	1.000000	1.000000	0.038000	0.045100	1.000000	0.016700
562	0	20.596151	2.057558	False	1.000000	1.000000	0.038000	0.045100	1.000000	0.016700	1.000000	1.000000	0.038000	0.044300	1.000000	0.016700
563	0	20.419401	2.039900	False	1.000000	1.000000	0.038000	0.044300	1.000000	0.016700	1.000000	1.000000	0.038200	0.042800	1.000000	0.016700
